Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","2003","2003","index","96.11","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","2004","2004","index","91.61","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","2005","2005","index","84.08","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","2006","2006","index","96.7","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","2007","2007","index","83.42","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","2008","2008","index","124.1","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","2009","2009","index","95.86","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","2010","2010","index","44.77","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","2011","2011","index","90.81","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","2012","2012","index","74.8","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","2013","2013","index","82.5","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","2014","2014","index","109.61","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","2015","2015","index","94.07","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","2016","2016","index","96.33","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","2017","2017","index","110.6","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","2018","2018","index","91.1","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","2019","2019","index","109.85","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","782","Bastfibres, other","2001","2001","index","92.27","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","782","Bastfibres, other","2002","2002","index","94.27","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","782","Bastfibres, other","2003","2003","index","96.28","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","782","Bastfibres, other","2004","2004","index","100.29","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","782","Bastfibres, other","2005","2005","index","102.3","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","782","Bastfibres, other","2006","2006","index","102.57","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","782","Bastfibres, other","2007","2007","index","102.93","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","782","Bastfibres, other","2008","2008","index","102.1","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","782","Bastfibres, other","2009","2009","index","102.1","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","782","Bastfibres, other","2010","2010","index","102.09","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","782","Bastfibres, other","2011","2011","index","102.3","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","782","Bastfibres, other","2012","2012","index","102.3","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","782","Bastfibres, other","2013","2013","index","102.3","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","782","Bastfibres, other","2014","2014","index","100.29","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","782","Bastfibres, other","2015","2015","index","98.78","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","782","Bastfibres, other","2016","2016","index","100.93","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","782","Bastfibres, other","2017","2017","index","100.44","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","782","Bastfibres, other","2018","2018","index","100.41","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","782","Bastfibres, other","2019","2019","index","100.44","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","176","Beans, dry","2001","2001","index","88.95","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","176","Beans, dry","2002","2002","index","78.52","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","176","Beans, dry","2003","2003","index","136.81","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","176","Beans, dry","2004","2004","index","154.92","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","176","Beans, dry","2005","2005","index","151.82","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","176","Beans, dry","2006","2006","index","153.72","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","176","Beans, dry","2007","2007","index","134.45","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","176","Beans, dry","2008","2008","index","85.65","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","176","Beans, dry","2009","2009","index","101.97","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","176","Beans, dry","2010","2010","index","84.37","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","176","Beans, dry","2011","2011","index","94.8","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","176","Beans, dry","2012","2012","index","95.91","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","176","Beans, dry","2013","2013","index","99.55","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","176","Beans, dry","2014","2014","index","99.77","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","176","Beans, dry","2015","2015","index","101.13","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","176","Beans, dry","2016","2016","index","99.1","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","176","Beans, dry","2017","2017","index","61.57","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","176","Beans, dry","2018","2018","index","76.57","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","176","Beans, dry","2019","2019","index","80.56","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","558","Berries nes","2002","2002","index","98.13","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","558","Berries nes","2003","2003","index","112.15","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","558","Berries nes","2004","2004","index","154.21","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","558","Berries nes","2005","2005","index","126.17","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","558","Berries nes","2006","2006","index","128.97","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","558","Berries nes","2007","2007","index","131.78","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","558","Berries nes","2008","2008","index","112.15","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","558","Berries nes","2009","2009","index","106.54","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","558","Berries nes","2010","2010","index","95.33","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","558","Berries nes","2011","2011","index","100.93","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","558","Berries nes","2012","2012","index","95.33","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","558","Berries nes","2013","2013","index","100.93","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","558","Berries nes","2014","2014","index","100.93","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","558","Berries nes","2015","2015","index","98.13","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","558","Berries nes","2016","2016","index","100.93","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","558","Berries nes","2017","2017","index","89.72","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","558","Berries nes","2018","2018","index","112.15","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","558","Berries nes","2019","2019","index","117.76","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","552","Blueberries","2002","2002","index","75.95","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","552","Blueberries","2003","2003","index","94.94","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","552","Blueberries","2004","2004","index","106.33","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","552","Blueberries","2005","2005","index","94.94","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","552","Blueberries","2006","2006","index","94.94","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","552","Blueberries","2007","2007","index","98.73","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","552","Blueberries","2008","2008","index","75.95","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","552","Blueberries","2009","2009","index","75.95","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","552","Blueberries","2010","2010","index","72.15","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","552","Blueberries","2011","2011","index","94.94","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","552","Blueberries","2012","2012","index","91.14","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","552","Blueberries","2013","2013","index","94.94","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","552","Blueberries","2014","2014","index","94.94","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","552","Blueberries","2015","2015","index","91.14","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","552","Blueberries","2016","2016","index","113.92","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","552","Blueberries","2017","2017","index","102.53","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","552","Blueberries","2018","2018","index","125.32","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","552","Blueberries","2019","2019","index","132.91","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","181","Broad beans, horse beans, dry","2001","2001","index","242.41","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","181","Broad beans, horse beans, dry","2002","2002","index","90.92","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","181","Broad beans, horse beans, dry","2003","2003","index","306.56","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","181","Broad beans, horse beans, dry","2004","2004","index","486.25","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","181","Broad beans, horse beans, dry","2005","2005","index","397.6","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","181","Broad beans, horse beans, dry","2006","2006","index","448.05","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","181","Broad beans, horse beans, dry","2007","2007","index","220.04","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","181","Broad beans, horse beans, dry","2008","2008","index","320.35","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","181","Broad beans, horse beans, dry","2009","2009","index","267.93","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","181","Broad beans, horse beans, dry","2010","2010","index","181.63","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","181","Broad beans, horse beans, dry","2011","2011","index","207.6","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","181","Broad beans, horse beans, dry","2012","2012","index","110.2","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","181","Broad beans, horse beans, dry","2013","2013","index","89.99","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","181","Broad beans, horse beans, dry","2014","2014","index","108.77","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","181","Broad beans, horse beans, dry","2015","2015","index","107.41","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","181","Broad beans, horse beans, dry","2016","2016","index","83.82","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","181","Broad beans, horse beans, dry","2017","2017","index","88.29","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","181","Broad beans, horse beans, dry","2018","2018","index","90.44","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","181","Broad beans, horse beans, dry","2019","2019","index","95.73","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","89","Buckwheat","2001","2001","index","63.53","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","89","Buckwheat","2002","2002","index","33.43","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","89","Buckwheat","2003","2003","index","58.07","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","89","Buckwheat","2004","2004","index","71.81","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","89","Buckwheat","2005","2005","index","66.94","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","89","Buckwheat","2006","2006","index","95.77","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","89","Buckwheat","2007","2007","index","111.18","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","89","Buckwheat","2008","2008","index","102.29","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","89","Buckwheat","2009","2009","index","62.43","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","89","Buckwheat","2010","2010","index","37.56","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","89","Buckwheat","2011","2011","index","88.59","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","89","Buckwheat","2012","2012","index","88.17","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","89","Buckwheat","2013","2013","index","92.31","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","89","Buckwheat","2014","2014","index","73.25","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","89","Buckwheat","2015","2015","index","95.33","Fc","Calculated data"
"QI","Production Indices","185","Russian Federation","432","Gross Production Index Number (2014-2016 = 100)","89","Buckwheat","2016","2016","index","131.42","Fc","Calculated data"
