Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","711","Anise, badian, fennel, coriander","2016","2016","index","107.6","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","711","Anise, badian, fennel, coriander","2017","2017","index","260.33","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","711","Anise, badian, fennel, coriander","2018","2018","index","255.9","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","711","Anise, badian, fennel, coriander","2019","2019","index","246.54","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","1965","1965","index","3.77","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","2001","2001","index","51.59","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","2002","2002","index","48.65","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","2003","2003","index","61.66","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","2004","2004","index","63.82","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","2005","2005","index","72.94","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","2006","2006","index","76.08","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","2007","2007","index","68.11","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","2008","2008","index","83.93","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","2009","2009","index","83.26","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","2010","2010","index","74.54","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","2011","2011","index","121.26","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","2012","2012","index","92.42","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","2013","2013","index","80.32","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","2014","2014","index","104.76","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","2015","2015","index","89.5","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","2016","2016","index","105.74","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","2017","2017","index","95","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","2018","2018","index","97.6","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","2019","2019","index","97.14","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","526","Apricots","1965","1965","index","63.33","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","526","Apricots","2001","2001","index","68.84","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","526","Apricots","2002","2002","index","70.32","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","526","Apricots","2003","2003","index","72.48","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","526","Apricots","2004","2004","index","75.09","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","526","Apricots","2005","2005","index","78","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","526","Apricots","2006","2006","index","81.55","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","526","Apricots","2007","2007","index","84.79","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","526","Apricots","2008","2008","index","88.72","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","526","Apricots","2009","2009","index","91.5","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","526","Apricots","2010","2010","index","93.93","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","526","Apricots","2011","2011","index","95.88","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","526","Apricots","2012","2012","index","97.4","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","526","Apricots","2013","2013","index","97.44","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","526","Apricots","2014","2014","index","97.17","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","526","Apricots","2015","2015","index","97.65","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","526","Apricots","2016","2016","index","105.18","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","526","Apricots","2017","2017","index","106.98","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","526","Apricots","2018","2018","index","109.06","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","526","Apricots","2019","2019","index","111.14","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","226","Areca nuts","1965","1965","index","16.27","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","226","Areca nuts","2001","2001","index","47.53","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","226","Areca nuts","2002","2002","index","57.61","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","226","Areca nuts","2003","2003","index","59.9","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","226","Areca nuts","2004","2004","index","63.25","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","226","Areca nuts","2005","2005","index","65.2","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","226","Areca nuts","2006","2006","index","69.58","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","226","Areca nuts","2007","2007","index","69.61","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","226","Areca nuts","2008","2008","index","68.55","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","226","Areca nuts","2009","2009","index","69.32","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","226","Areca nuts","2010","2010","index","68.84","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","226","Areca nuts","2011","2011","index","68.84","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","226","Areca nuts","2012","2012","index","98.08","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","226","Areca nuts","2013","2013","index","87.71","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","226","Areca nuts","2014","2014","index","89.58","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","226","Areca nuts","2015","2015","index","107.59","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","226","Areca nuts","2016","2016","index","102.83","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","226","Areca nuts","2017","2017","index","104.13","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","226","Areca nuts","2018","2018","index","119.97","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","226","Areca nuts","2019","2019","index","129.76","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","1965","1965","index","11.14","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","2001","2001","index","48.4","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","2002","2002","index","45.31","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","2003","2003","index","47.2","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","2004","2004","index","57.03","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","2005","2005","index","64.33","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","2006","2006","index","71.52","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","2007","2007","index","81.14","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","2008","2008","index","89.29","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","2009","2009","index","90.15","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","2010","2010","index","101.43","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","2011","2011","index","96.92","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","2012","2012","index","90.29","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","2013","2013","index","93.92","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","2014","2014","index","101.24","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","2015","2015","index","99.53","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","2016","2016","index","99.23","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","2017","2017","index","103.8","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","2018","2018","index","104.93","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","2019","2019","index","103.75","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","1965","1965","index","154.88","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","2001","2001","index","87.89","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","2002","2002","index","87.52","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","2003","2003","index","86.47","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","2004","2004","index","79.72","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","2005","2005","index","74.16","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","2006","2006","index","74.99","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","2007","2007","index","81.71","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","2008","2008","index","73.73","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","2009","2009","index","103.77","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","2010","2010","index","83.23","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","2011","2011","index","102.16","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","2012","2012","index","99.53","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","2013","2013","index","107.52","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","2014","2014","index","112.43","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","2015","2015","index","99.1","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","2016","2016","index","88.47","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","2017","2017","index","107.36","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","2018","2018","index","109.41","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","2019","2019","index","100.33","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","782","Bastfibres, other","1965","1965","index","297.87","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","782","Bastfibres, other","2001","2001","index","228.51","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","782","Bastfibres, other","2002","2002","index","201.79","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","782","Bastfibres, other","2003","2003","index","184.7","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","782","Bastfibres, other","2004","2004","index","169.88","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","782","Bastfibres, other","2005","2005","index","160.97","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","782","Bastfibres, other","2006","2006","index","160.44","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","782","Bastfibres, other","2007","2007","index","176.27","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","782","Bastfibres, other","2008","2008","index","182.54","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","782","Bastfibres, other","2009","2009","index","134.79","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","782","Bastfibres, other","2010","2010","index","108.99","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","782","Bastfibres, other","2011","2011","index","118.52","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","782","Bastfibres, other","2012","2012","index","115.75","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","782","Bastfibres, other","2013","2013","index","110.63","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","782","Bastfibres, other","2014","2014","index","106.47","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","782","Bastfibres, other","2015","2015","index","100.95","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","782","Bastfibres, other","2016","2016","index","92.59","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","782","Bastfibres, other","2017","2017","index","86.3","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","782","Bastfibres, other","2018","2018","index","80.01","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","782","Bastfibres, other","2019","2019","index","73.72","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","176","Beans, dry","1965","1965","index","35.5","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","176","Beans, dry","2001","2001","index","68.77","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","176","Beans, dry","2002","2002","index","54.63","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","176","Beans, dry","2003","2003","index","88.26","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","176","Beans, dry","2004","2004","index","60.16","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","176","Beans, dry","2005","2005","index","54.88","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","176","Beans, dry","2006","2006","index","68.22","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","176","Beans, dry","2007","2007","index","81.99","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","176","Beans, dry","2008","2008","index","62.8","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","176","Beans, dry","2009","2009","index","50.7","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","176","Beans, dry","2010","2010","index","102.02","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","176","Beans, dry","2011","2011","index","90.33","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","176","Beans, dry","2012","2012","index","78.44","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","176","Beans, dry","2013","2013","index","83.87","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","176","Beans, dry","2014","2014","index","88.25","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","176","Beans, dry","2015","2015","index","88.87","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","176","Beans, dry","2016","2016","index","122.88","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","176","Beans, dry","2017","2017","index","132.27","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","176","Beans, dry","2018","2018","index","129.76","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","176","Beans, dry","2019","2019","index","110.78","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","414","Beans, green","1965","1965","index","32","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","414","Beans, green","2001","2001","index","65.92","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","414","Beans, green","2002","2002","index","67.52","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","414","Beans, green","2003","2003","index","69.19","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","414","Beans, green","2004","2004","index","70.91","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","414","Beans, green","2005","2005","index","76.92","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","414","Beans, green","2006","2006","index","79.47","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","414","Beans, green","2007","2007","index","81.95","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","414","Beans, green","2008","2008","index","84.47","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","414","Beans, green","2009","2009","index","86.94","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","414","Beans, green","2010","2010","index","89.32","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","414","Beans, green","2011","2011","index","91.58","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","414","Beans, green","2012","2012","index","94.48","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","414","Beans, green","2013","2013","index","94.48","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","414","Beans, green","2014","2014","index","95.77","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","414","Beans, green","2015","2015","index","100.86","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","414","Beans, green","2016","2016","index","103.37","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","414","Beans, green","2017","2017","index","105.79","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","414","Beans, green","2018","2018","index","108.21","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","414","Beans, green","2019","2019","index","110.63","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","1183","Beeswax","1965","1965","index","52.16","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","1183","Beeswax","2001","2001","index","81.13","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","1183","Beeswax","2002","2002","index","81.13","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","1183","Beeswax","2003","2003","index","81.13","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","1183","Beeswax","2004","2004","index","81.13","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","1183","Beeswax","2005","2005","index","81.13","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","1183","Beeswax","2006","2006","index","81.13","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","1183","Beeswax","2007","2007","index","81.13","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","1183","Beeswax","2008","2008","index","87.75","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","1183","Beeswax","2009","2009","index","87.75","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","1183","Beeswax","2010","2010","index","95.21","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","1183","Beeswax","2011","2011","index","95.21","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","1183","Beeswax","2012","2012","index","95.62","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","1183","Beeswax","2013","2013","index","96.03","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","1183","Beeswax","2014","2014","index","97.68","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","1183","Beeswax","2015","2015","index","99.16","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","1183","Beeswax","2016","2016","index","103.15","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","1183","Beeswax","2017","2017","index","105.66","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","1183","Beeswax","2018","2018","index","106.67","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","1183","Beeswax","2019","2019","index","106.34","Fc","Calculated data"
"QI","Production Indices","100","India","432","Gross Production Index Number (2014-2016 = 100)","558","Berries nes","1965","1965","index","45.48","Fc","Calculated data"
