Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7003","March","2011","2011","°C","4.416","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7003","March","2012","2012","°C","0.647","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7003","March","2013","2013","°C","-0.925","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7003","March","2014","2014","°C","5.172","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7003","March","2015","2015","°C","4.259","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7003","March","2016","2016","°C","4.541","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7003","March","2017","2017","°C","7.392","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7003","March","2018","2018","°C","0.405","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7003","March","2019","2019","°C","5.197","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7003","March","2001","2001","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7003","March","2002","2002","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7003","March","2003","2003","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7003","March","2004","2004","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7003","March","2005","2005","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7003","March","2006","2006","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7003","March","2007","2007","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7003","March","2008","2008","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7003","March","2009","2009","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7003","March","2010","2010","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7003","March","2011","2011","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7003","March","2012","2012","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7003","March","2013","2013","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7003","March","2014","2014","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7003","March","2015","2015","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7003","March","2016","2016","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7003","March","2017","2017","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7003","March","2018","2018","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7003","March","2019","2019","°C","","NA",""
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7004","April","2001","2001","°C","1.328","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7004","April","2002","2002","°C","1.161","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7004","April","2003","2003","°C","1.339","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7004","April","2004","2004","°C","-0.119","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7004","April","2005","2005","°C","1.725","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7004","April","2006","2006","°C","-1.409","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7004","April","2007","2007","°C","4.09","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7004","April","2008","2008","°C","1.068","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7004","April","2009","2009","°C","2.19","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7004","April","2010","2010","°C","0.953","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7004","April","2011","2011","°C","3.867","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7004","April","2012","2012","°C","3.202","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7004","April","2013","2013","°C","2.602","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7004","April","2014","2014","°C","3.828","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7004","April","2015","2015","°C","2.233","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7004","April","2016","2016","°C","3.841","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7004","April","2017","2017","°C","2.879","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7004","April","2018","2018","°C","2.411","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7004","April","2019","2019","°C","3.041","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7004","April","2001","2001","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7004","April","2002","2002","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7004","April","2003","2003","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7004","April","2004","2004","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7004","April","2005","2005","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7004","April","2006","2006","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7004","April","2007","2007","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7004","April","2008","2008","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7004","April","2009","2009","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7004","April","2010","2010","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7004","April","2011","2011","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7004","April","2012","2012","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7004","April","2013","2013","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7004","April","2014","2014","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7004","April","2015","2015","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7004","April","2016","2016","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7004","April","2017","2017","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7004","April","2018","2018","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7004","April","2019","2019","°C","","NA",""
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7005","May","2001","2001","°C","1.993","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7005","May","2002","2002","°C","1.291","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7005","May","2003","2003","°C","1.538","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7005","May","2004","2004","°C","0.975","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7005","May","2005","2005","°C","2.217","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7005","May","2006","2006","°C","0.816","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7005","May","2007","2007","°C","1.771","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7005","May","2008","2008","°C","1.214","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7005","May","2009","2009","°C","1.02","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7005","May","2010","2010","°C","2.554","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7005","May","2011","2011","°C","2.033","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7005","May","2012","2012","°C","2.646","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7005","May","2013","2013","°C","2.526","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7005","May","2014","2014","°C","1.994","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7005","May","2015","2015","°C","2.023","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7005","May","2016","2016","°C","1.766","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7005","May","2017","2017","°C","0.398","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7005","May","2018","2018","°C","0.994","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7005","May","2019","2019","°C","1.944","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7005","May","2001","2001","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7005","May","2002","2002","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7005","May","2003","2003","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7005","May","2004","2004","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7005","May","2005","2005","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7005","May","2006","2006","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7005","May","2007","2007","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7005","May","2008","2008","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7005","May","2009","2009","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7005","May","2010","2010","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7005","May","2011","2011","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7005","May","2012","2012","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7005","May","2013","2013","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7005","May","2014","2014","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7005","May","2015","2015","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7005","May","2016","2016","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7005","May","2017","2017","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7005","May","2018","2018","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7005","May","2019","2019","°C","","NA",""
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7006","June","2001","2001","°C","1.286","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7006","June","2002","2002","°C","1.172","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7006","June","2003","2003","°C","0.367","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7006","June","2004","2004","°C","0.545","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7006","June","2005","2005","°C","1.253","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7006","June","2006","2006","°C","1.903","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7006","June","2007","2007","°C","0.608","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7006","June","2008","2008","°C","1.11","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7006","June","2009","2009","°C","0.949","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7006","June","2010","2010","°C","1.599","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7006","June","2011","2011","°C","1.979","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7006","June","2012","2012","°C","2.716","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7006","June","2013","2013","°C","1.537","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7006","June","2014","2014","°C","0.994","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7006","June","2015","2015","°C","2.034","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7006","June","2016","2016","°C","1.915","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7006","June","2017","2017","°C","1.163","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7006","June","2018","2018","°C","1.665","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7006","June","2019","2019","°C","1.769","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7006","June","2001","2001","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7006","June","2002","2002","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7006","June","2003","2003","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7006","June","2004","2004","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7006","June","2005","2005","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7006","June","2006","2006","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7006","June","2007","2007","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7006","June","2008","2008","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7006","June","2009","2009","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7006","June","2010","2010","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7006","June","2011","2011","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7006","June","2012","2012","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7006","June","2013","2013","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7006","June","2014","2014","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7006","June","2015","2015","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7006","June","2016","2016","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7006","June","2017","2017","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7006","June","2018","2018","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7006","June","2019","2019","°C","","NA",""
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7007","July","2001","2001","°C","1.353","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7007","July","2002","2002","°C","1.099","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7007","July","2003","2003","°C","0.832","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7007","July","2004","2004","°C","0.457","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7007","July","2005","2005","°C","1.1","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7007","July","2006","2006","°C","0.295","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7007","July","2007","2007","°C","1.132","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7007","July","2008","2008","°C","0.75","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7007","July","2009","2009","°C","0.303","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7007","July","2010","2010","°C","1.77","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7007","July","2011","2011","°C","1.279","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7007","July","2012","2012","°C","1.559","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7007","July","2013","2013","°C","0.953","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7007","July","2014","2014","°C","0.141","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7007","July","2015","2015","°C","0.623","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7007","July","2016","2016","°C","1.561","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7007","July","2017","2017","°C","0.494","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7007","July","2018","2018","°C","0.852","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","7271","Temperature change","7007","July","2019","2019","°C","0.528","Fc","Calculated data"
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7007","July","2001","2001","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7007","July","2002","2002","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7007","July","2003","2003","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7007","July","2004","2004","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7007","July","2005","2005","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7007","July","2006","2006","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7007","July","2007","2007","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7007","July","2008","2008","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7007","July","2009","2009","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7007","July","2010","2010","°C","","NA",""
"ET","Temperature change","185","Russian Federation","6078","Standard Deviation","7007","July","2011","2011","°C","","NA",""
